,CaseID,AppUnit,案件名稱,DigSite,DigArea,CaseStart,CaseEnd,StrAllowTime,ConstructionUnit,Construction_Man,Construction_Tel,Supervise,Supervise_Man,Supervise_Tel,ExamUnit,ExamDate,Remark,TWD97X,TWD97Y,LAT,LONG,geometry
85,290374,1112261656,新設DJ箱,中和區華南里村里忠孝街108號,申挖工程：柏油，長4公尺，寬0.6公尺，深0.6公尺，面積2.4平方公尺；申挖工程：混凝土，長2公尺，寬0.6公尺，深0.6公尺，面積1.2平方公尺；總面積：3.6平方公尺,111/8/1,111/12/13,時段性施工，111年08月01日起111年08月09日止，共9日。日間09時至16時；第1次變更：時段性施工，111年12月05日起111年12月13日止，共9日。(日間09時至16時)(展延),漢維營造有限公司,王麗卿,22895621,中華電信股份有限公司新北營運處第二客戶網路中心,王禎毅,932068144,中和區公所,2022/7/29,NRG145527貼壁引上管道 (1),301706.7077,2764217.688,24.985,121.5122,
86,293548,1112269935,陳采詩(27942)-申請住宅用電工程,中和區復興里村里中興街161巷5弄17號,申挖工程：柏油，長60公尺，寬0.6公尺，深1.2公尺，面積36平方公尺；總面積：36平方公尺,111/10/1,111/12/13,時段性施工，111年10月01日起111年10月29日止，共29日。自訂日間09時至16時；第1次變更：時段性施工，111年11月15日起111年12月13日止，共29日。(日間09時至16時)(展延),永騰工程股份有限公司,高畦銨,8666-7567,台灣電力股份有限公司台北南區營業處,林聖慈,932767799,中和區公所,2022/9/22,"陳采詩(27942)-申請住宅用電工程
日間平日(09：00~17：00)日間假日(08：30~17：30)",300556.9922,2764886.395,24.9911,121.5008,
87,295214,1112275590,111年度新北市公車站電力申設與修繕工程,中和區安樂里村里安平路116號,申挖工程：柏油，長3公尺，寬0.6公尺，深1.2公尺，面積1.8平方公尺；總面積：1.8平方公尺,111/12/5,111/12/13,時段性施工，111年12月05日起111年12月13日止，共9日。日間09時至16時,景業水電工程有限公司,余治全,02-8911-1622#9,新北市政府交通局,石勝豪,917650813,中和區公所,2022/10/28,,301667.694,2765603.763,24.9976,121.5119,
88,295439,1116區11-4,B11A5434B泰業營造股份有限公司申請用電,三重區成功里村里疏洪東路一段,申挖工程：紅磚，長7公尺，寬0.6公尺，深1.2公尺，面積4.2平方公尺；總面積：4.2平方公尺,111/12/5,111/12/13,時段性施工，111年12月05日起111年12月13日止，共9日。夜間22時至隔日06時,金樹水電工程有限公司,何金樹,(02)22812046,台灣電力股份有限公司台北西區營業處,詹庭璘,928865222,三重區公所,2022/11/4,"泰業營造股份有限公司(建案臨時電新設工程)
施工前請洽 五吉工程蔡先生 0937-547-003",298929.3995,2771563.452,25.0514,121.4849,
89,289560,1112258403,新北市中和區公所(27401N)-線路地下化工程,中和區和興里村里中正路65巷1號,申挖工程：柏油，長299公尺，寬1公尺，深1.2公尺，面積299平方公尺；孔蓋工程：柏油，長14公尺，寬1公尺，深0.3公尺，面積14平方公尺；申挖工程：柏油，長1.6公尺，寬1公尺，深0.5公尺，面積1.6平方公尺；申挖工程：柏油，長2.8公尺，寬1公尺，深0.5公尺，面積2.8平方公尺；申挖工程：柏油，長1公尺，寬0.8公尺，深0.5公尺，面積0.8平方公尺；總面積：318.2平方公尺,111/8/1,111/12/12,時段性施工，111年08月01日起111年08月30日止，共30日。自訂日間09時至16時夜間22時至隔日06時；第1次變更：時段性施工，111年09月08日起111年09月30日止，共23日。(日間09時至16時)(夜間22時至隔日06時)(展延)；第2次變更：時段性施工，111年10月17日起111年11月04日止，共19日。(日間09時至16時)(夜間22時至隔日06時)(展延)；第3次變更：時段性施工，111年11月28日起111年12月12日止，共15日。(日間09時至16時)(展延),永騰工程股份有限公司,高畦銨,8666-7567,台灣電力股份有限公司台北南區營業處,李延禹,933134406,中和區公所,2022/7/9,"新北市中和區公所(27401N)-線路地下化工程
管路為日間施工，銑鋪為夜間施工",300561.6809,2765089.876,24.9929,121.5009,
90,291147,1112407741,復興整流站及陽極深井地床新設工程(新店區復興路82號旁),新店區忠孝里村里復興路82號,鑽探工程：紅磚，長5公尺，寬1公尺，深120公尺，面積5平方公尺；申挖工程：柏油，長16公尺，寬1公尺，深1.2公尺，面積16平方公尺；總面積：21平方公尺,111/8/15,111/12/12,時段性施工，111年08月15日起111年12月12日止，共120日。日間09時至16時夜間22時至隔日06時,穩豐工程有限公司,曹秋棟,932066399,欣欣天然氣股份有限公司,鄭冠宇,955473277,新店區公所,2022/8/10,,304134.4925,2764486.812,24.9874,121.5362,
91,294830,新北蘆工字第1112516373號,B11A5217B台電台北西區申請用電,蘆洲區仁德里村里民族路1號,申挖工程：柏油，長30公尺，寬1公尺，深1.2公尺，面積30平方公尺；總面積：30平方公尺,111/11/28,111/12/12,時段性施工，111年11月28日起111年12月12日止，共15日。日間09時至16時夜間22時至隔日06時,金樹水電工程有限公司,何金樹,(02)22812046,台灣電力股份有限公司台北西區營業處,張毓達,935913876,蘆洲區公所,2022/11/1,台電台北西區(道路試挖工程),298067.9351,2775204.685,25.0843,121.4765,
92,295134,1112077911,18437新北市板橋區公所-電桿地下化,板橋區福德里村里忠孝路,孔蓋工程：柏油，長2公尺，寬1公尺，深0.3公尺，面積2平方公尺；申挖工程：紅磚，長11.2公尺，寬1公尺，深0.5公尺，面積11.2平方公尺；申挖工程：柏油，長330公尺，寬1公尺，深1.2公尺，面積330平方公尺；申挖工程：紅磚，長6.5公尺，寬1.2公尺，深0.5公尺，面積7.8平方公尺；申挖工程：柏油，長7公尺，寬1公尺，深1.2公尺，面積7平方公尺；總面積：358平方公尺,111/11/28,111/12/12,時段性施工，111年11月28日起111年12月12日止，共15日。日間09時至16時,永騰工程股份有限公司,高畦銨,8666-7567,台灣電力股份有限公司台北南區營業處,陳文華,939242819,板橋區公所,2022/11/7,"18437新北市板橋區公所-電桿地下化
管路、孔蓋為日間施工、銑鋪為夜間施工；平日日間(09:00~17:00)假日日間(08:30~17:30)夜間(22:00~06:00)",296951.2068,2766154.83,25.0027,121.4651,
93,288054,1112255224,新北市瓦磘溝清水引入工程,中和區秀景里村里景平路64巷14弄,申挖工程：柏油，長597公尺，寬0.8公尺，深1.2公尺，面積477.6平方公尺；總面積：477.6平方公尺,111/7/1,111/12/1,時段性施工，111年07月01日起111年07月30日止，共30日。日間09時至16時；第1次變更：時段性施工，111年07月31日起111年08月30日止，共31日。(日間09時至16時)(展延)；第2次變更：時段性施工，111年08月31日起111年09月29日止，共30日。(日間09時至16時)(展延)；第3次變更：時段性施工，111年10月01日起111年10月30日止，共30日。(日間09時至16時)(展延)；第4次變更：時段性施工，111年11月02日起111年12月01日止，共30日。(日間09時至16時)(展延),翔禾管線工程有限公司,洪仕城,903031982,新北市政府水利局雨水下水道工程科,郭孟暘,911089274,中和區公所,2022/6/21,,302970.9657,2764935.349,24.9915,121.5247,
94,288288,新北蘆工字第1112505427號,中華電信修管工程,蘆洲區復興里村里民族路336巷,申挖工程：柏油，長87公尺，寬0.6公尺，深1.2公尺，面積52.2平方公尺；總面積：52.2平方公尺,111/8/15,111/12/1,時段性施工，111年08月15日起111年09月13日止，共30日。自訂日間09時至16時；第1次變更：時段性施工，111年10月03日起111年10月17日止，共15日。(日間09時至16時)(展延)；第2次變更：時段性施工，111年11月09日起111年11月19日止，共11日。(日間09時至16時)(展延)；第3次變更：時段性施工，111年11月28日起111年12月01日止，共4日。(日間09時至16時)(展延),士緯營造有限公司,楊仁漢,22895623,中華電信股份有限公司新北營運處第四客戶網路中心,李承典,937535789,蘆洲區公所,2022/7/22,"案件編號NR4136041 因用戶電話網路障礙需修管5處 共43M、埋管4處 共44M
*開啟孔蓋與修管5處43M、埋管4處44M，共87M。
*階段1:民族路336巷11號至15號前
階段2:民族路336巷3弄2號至4號前
階段3:民族路336巷3弄16號至20號前
階段4:民族路336巷19弄5號前
階段5:民族路336巷31號旁
階段6:民族路336巷50號前
階段7:民族路298巷口
階段8:民族路298巷13號前
階段9:民族路298巷31號前",298183.3577,2775950.962,25.0911,121.4777,
95,294964,新北工養字第1114880091,NE7198095電信管道淺埋改善工程(1處),八里區埤頭里村里中山路一段113號,申挖工程：柏油，長9公尺，寬2公尺，深1.2公尺，面積18平方公尺；總面積：18平方公尺,111/11/14,111/12/1,時段性施工，111年11月14日起111年11月18日止，共5日。日間09時至16時；時段性施工，111年11月28日起111年12月01日止，共4日。日間09時至16時,瑞通營造有限公司,劉燕燕,02-22222306,中華電信股份有限公司台北營運處第七客戶網路中心,葉志斌,975006563,新北市政府工務局,2022/11/4,,291725.869,2783527.815,25.1597,121.4139,
96,249474,1092040583,新北市板橋地區污水下水道系統第三期工程第四標(支(分)管及用戶接管),板橋區東丘里村里民享街,申挖工程：柏油，長409公尺，寬0.8公尺，深2公尺，面積327.2平方公尺；潛盾工程：柏油，長75公尺，寬0.3公尺，深5公尺，面積22.5平方公尺；總面積：349.7平方公尺,109/6/4,111/11/30,時段性施工，109年06月04日起109年09月03日止，共92日。日間14時至21時；第1次變更：時段性施工，109年09月08日起109年12月07日止，共91日。(日間14時至21時)(展延)；第2次變更：時段性施工，109年12月08日起110年02月05日止，共60日。(日間14時至21時)(展延)；第3次變更：時段性施工，110年02月06日起110年05月06日止，共90日。(日間14時至21時)(展延)；第4次變更：時段性施工，110年05月07日起110年08月06日止，共92日。(日間14時至21時)(展延)；第5次變更：時段性施工，110年08月16日起110年11月15日止，共92日。(日間09時至17時)(展延)；第6次變更：時段性施工，111年01月14日起111年03月15日止，共61日。(日間14時至22時)(展延)；第7次變更：時段性施工，111年03月25日起111年05月23日止，共60日。(自訂日間14時至21時)(展延)；第8次變更：時段性施工，111年06月01日起111年08月31日止，共92日。(自訂日間14時至21時)(展延)；第9次變更：時段性施工，111年09月01日起111年11月30日止，共91日。(自訂日間14時至21時)(展延),永儱工程有限公司,陳雪麗,26191079,新北市政府水利局污水下水道工程科,李政達,935535055,板橋區公所,2020/10/15,民享街、中山路二段（102巷至212巷）,298168.6354,2767710.697,25.0167,121.4773,
97,266516,1102358478,新北市新店地區污水下水道系統(第二期)新建工程第五標分支管網及用戶接管,新店區下城里村里華城路,申挖工程：柏油，長120公尺，寬120公尺，深2.5公尺，面積14400平方公尺；總面積：14400平方公尺,110/4/26,111/11/30,時段性施工，110年04月26日起110年05月25日止，共30日。日間09時至16時；第1次變更：時段性施工，110年05月31日起110年06月30日止，共31日。(日間09時至16時)(展延)；第2次變更：時段性施工，110年07月01日起110年07月31日止，共31日。(日間09時至16時)(展延)；第3次變更：時段性施工，110年08月02日起110年09月03日止，共33日。(日間09時至16時)(展延)；第4次變更：時段性施工，110年09月04日起110年10月04日止，共31日。(日間09時至16時)(展延)；第5次變更：時段性施工，110年10月07日起110年11月05日止，共30日。(日間09時至16時)(展延)；第6次變更：時段性施工，110年11月06日起110年12月06日止，共31日。(日間09時至16時)(展延)；第7次變更：時段性施工，110年12月07日起111年01月07日止，共32日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年01月08日起111年01月26日止，共19日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年02月16日起111年02月28日止，共13日。(日間09時至16時)(展延)；第10次變更：時段性施工，111年03月01日起111年03月31日止，共31日。(日間09時至16時)(展延)；第11次變更：時段性施工，111年04月01日起111年04月30日止，共30日。(日間09時至16時)(展延)；第12次變更：時段性施工，111年05月01日起111年05月31日止，共31日。(日間09時至16時)(展延)；第13次變更：時段性施工，111年06月01日起111年06月30日止，共30日。(日間09時至16時)(展延)；第14次變更：時段性施工，111年07月01日起111年07月31日止，共31日。(日間09時至16時)(展延)；第15次變更：時段性施工，111年08月01日起111年08月31日止，共31日。(日間09時至16時)(展延)；第16次變更：時段性施工，111年09月01日起111年09月30日止，共30日。(日間09時至16時)(展延)；第17次變更：時段性施工，111年10月01日起111年10月31日止，共31日。(日間09時至16時)(展延)；第18次變更：時段性施工，111年11月01日起111年11月30日止，共30日。(日間09時至16時)(展延),宏錩工程有限公司,劉啟峰,222115383,內政部營建署下水道工程處北區分處第四工務所,李韋儀,952273370,新店區公所,2021/4/21,本標於道路挖掘竣工後，承諾應依規定完成路基回填及夯實後加鋪瀝青混凝土面層，報請查驗合格，並依作業要點提交正確管線辦理圖資更新,303130.6082,2760678.821,24.953,121.5262,
98,270568,1102368867,新北市新店地區污水下水道系統(第二期)新建工程第五標分支管網及用戶接管,新店區文明里村里檳榔路34號,申挖工程：柏油，長3公尺，寬3公尺，深1.5公尺，面積9平方公尺；潛盾工程：柏油，長193公尺，寬1公尺，深6公尺，面積193平方公尺；總面積：202平方公尺,110/7/10,111/11/30,時段性施工，110年07月10日起110年08月10日止，共32日。日間09時至16時；第1次變更：時段性施工，110年09月01日起110年09月30日止，共30日。(日間09時至16時)(展延)；第2次變更：時段性施工，110年10月01日起110年10月31日止，共31日。(日間09時至16時)(展延)；第3次變更：時段性施工，110年11月01日起110年11月30日止，共30日。(日間09時至16時)(展延)；第4次變更：時段性施工，110年12月01日起110年12月31日止，共31日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年01月01日起111年01月26日止，共26日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年02月15日起111年02月28日止，共14日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年03月01日起111年03月31日止，共31日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年04月01日起111年04月30日止，共30日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年05月01日起111年05月31日止，共31日。(日間09時至16時)(展延)；第10次變更：時段性施工，111年06月01日起111年06月30日止，共30日。(日間09時至16時)(展延)；第11次變更：時段性施工，111年07月01日起111年07月31日止，共31日。(日間09時至16時)(展延)；第12次變更：時段性施工，111年08月01日起111年08月31日止，共31日。(日間09時至16時)(展延)；第13次變更：時段性施工，111年09月01日起111年09月30日止，共30日。(日間09時至16時)(展延)；第14次變更：時段性施工，111年11月01日起111年11月20日止，共20日。(日間09時至16時)(展延)；第15次變更：時段性施工，111年11月27日起111年11月30日止，共4日。(日間09時至16時)(展延),宏錩工程有限公司,劉啟峰,222115383,內政部營建署下水道工程處北區分處第四工務所,李燦傑,921864928,新店區公所,2021/6/28,本標於道路挖掘竣工後，承諾應依規定完成路基回填及夯實後加鋪瀝青混凝土面層，報請查驗合格，並依作業要點提交正確管線辦理圖資更新,304664.8291,2761844.239,24.9635,121.5414,
99,270593,1102368868,新北市新店地區污水下水道系統(第二期)新建工程第五標分支管網及用戶接管,新店區中興里村里中興路一段136號,潛盾工程：柏油，長193公尺，寬1公尺，深6公尺，面積193平方公尺；申挖工程：柏油，長3公尺，寬3公尺，深1.5公尺，面積9平方公尺；總面積：202平方公尺,110/7/31,111/11/30,時段性施工，110年07月31日起110年08月31日止，共32日。日間09時至16時；第1次變更：時段性施工，110年09月01日起110年09月30日止，共30日。(日間09時至16時)(展延)；第2次變更：時段性施工，110年10月01日起110年10月31日止，共31日。(日間09時至16時)(展延)；第3次變更：時段性施工，110年11月01日起110年11月30日止，共30日。(日間09時至16時)(展延)；第4次變更：時段性施工，110年12月01日起110年12月31日止，共31日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年01月01日起111年01月26日止，共26日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年02月15日起111年02月28日止，共14日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年03月01日起111年03月31日止，共31日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年04月01日起111年04月30日止，共30日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年05月01日起111年05月31日止，共31日。(日間09時至16時)(展延)；第10次變更：時段性施工，111年06月01日起111年06月30日止，共30日。(日間09時至16時)(展延)；第11次變更：時段性施工，111年07月01日起111年07月31日止，共31日。(日間09時至16時)(展延)；第12次變更：時段性施工，111年08月01日起111年08月31日止，共31日。(日間09時至16時)(展延)；第13次變更：時段性施工，111年09月01日起111年09月30日止，共30日。(日間09時至16時)(展延)；第14次變更：時段性施工，111年11月01日起111年11月20日止，共20日。(日間09時至16時)(展延)；第15次變更：時段性施工，111年11月27日起111年11月30日止，共4日。(日間09時至16時)(展延),宏錩工程有限公司,劉啟峰,222115383,內政部營建署下水道工程處北區分處第四工務所,李燦傑,921864928,新店區公所,2021/6/28,本標於道路挖掘竣工後，承諾應依規定完成路基回填及夯實後加鋪瀝青混凝土面層，報請查驗合格，並依作業要點提交正確管線辦理圖資更新,304806.7667,2761811.452,24.9632,121.5428,
100,270650,1102368967,新北市新店地區污水下水道系統(第二期)新建工程第四標分支管網及用戶接管,新店區德安里村里車子路3號,申挖工程：柏油，長822.8公尺，寬0.8公尺，深2公尺，面積658.2平方公尺；總面積：658.2平方公尺,110/7/1,111/11/30,時段性施工，110年07月01日起110年07月31日止，共31日。日間09時至16時；第1次變更：時段性施工，110年08月01日起110年08月31日止，共31日。(日間09時至16時)(展延)；第2次變更：時段性施工，110年09月01日起110年09月30日止，共30日。(日間09時至16時)(展延)；第3次變更：時段性施工，110年10月12日起110年10月31日止，共20日。(日間09時至16時)(展延)；第4次變更：時段性施工，110年11月01日起110年11月30日止，共30日。(日間09時至16時)(展延)；第5次變更：時段性施工，110年12月01日起110年12月31日止，共31日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年06月05日起111年07月04日止，共30日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年07月16日起111年08月14日止，共30日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年08月23日起111年09月22日止，共31日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年09月23日起111年10月31日止，共39日。(日間09時至16時)(展延)；第10次變更：時段性施工，111年11月03日起111年11月19日止，共17日。(日間09時至16時)(展延)；第11次變更：時段性施工，111年11月28日起111年11月30日止，共3日。(日間09時至16時)(展延),鐘一工程有限公司,黃雪純,02-2249-8801,內政部營建署下水道工程處北區分處第一工務所,徐國鼎,931391150,新店區公所,2021/6/30,,300939.1912,2760589.819,24.9523,121.5044,
101,271475,1102370209,新北市新店地區污水下水道系統(第二期)新建工程第五標分支管網及用戶接管,新店區太平里村里華潭街6號,申挖工程：柏油，長725公尺，寬1公尺，深3公尺，面積725平方公尺；總面積：725平方公尺,110/8/5,111/11/30,時段性施工，110年08月05日起110年09月06日止，共33日。日間09時至16時；第1次變更：時段性施工，110年09月07日起110年10月07日止，共31日。(日間09時至16時)(展延)；第2次變更：時段性施工，110年10月08日起110年11月08日止，共32日。(日間09時至16時)(展延)；第3次變更：時段性施工，110年11月09日起110年12月09日止，共31日。(日間09時至16時)(展延)；第4次變更：時段性施工，110年12月10日起111年01月10日止，共32日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年01月11日起111年01月18日止，共8日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年02月16日起111年02月28日止，共13日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年03月01日起111年03月31日止，共31日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年08月02日起111年08月31日止，共30日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年09月01日起111年09月30日止，共30日。(日間09時至16時)(展延)；第10次變更：時段性施工，111年10月01日起111年10月31日止，共31日。(日間09時至16時)(展延)；第11次變更：時段性施工，111年11月01日起111年11月30日止，共30日。(日間09時至16時)(展延),宏錩工程有限公司,劉啟峰,222115383,內政部營建署下水道工程處北區分處第四工務所,李韋儀,952273370,新店區公所,2021/7/8,本標於道路挖掘竣工後，承諾應依規定完成路基回填及夯實後加鋪瀝青混凝土面層，報請查驗合格，並依作業要點提交正確管線辦理圖資更新,303451.682,2760772.213,24.9539,121.5293,
102,272730,1102373353,新北市新店地區污水下水道系統(第二期)新建工程第五標分支管網及用戶接管,新店區文明里村里檳榔路5巷,申挖工程：柏油，長575公尺，寬1公尺，深4公尺，面積575平方公尺；總面積：575平方公尺,110/8/11,111/11/30,時段性施工，110年08月11日起110年09月11日止，共32日。日間09時至16時；第1次變更：時段性施工，110年09月13日起110年10月13日止，共31日。(日間09時至16時)(展延)；第2次變更：時段性施工，110年10月14日起110年11月15日止，共33日。(日間09時至16時)(展延)；第3次變更：時段性施工，110年11月16日起110年12月16日止，共31日。(日間09時至16時)(展延)；第4次變更：時段性施工，110年12月17日起111年01月17日止，共32日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年02月15日起111年02月28日止，共14日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年03月01日起111年03月31日止，共31日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年04月01日起111年04月30日止，共30日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年05月01日起111年05月31日止，共31日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年06月01日起111年06月30日止，共30日。(日間09時至16時)(展延)；第10次變更：時段性施工，111年07月01日起111年07月31日止，共31日。(日間09時至16時)(展延)；第11次變更：時段性施工，111年08月01日起111年08月31日止，共31日。(日間09時至16時)(展延)；第12次變更：時段性施工，111年09月01日起111年09月30日止，共30日。(日間09時至16時)(展延)；第13次變更：時段性施工，111年11月01日起111年11月20日止，共20日。(日間09時至16時)(展延)；第14次變更：時段性施工，111年11月27日起111年11月30日止，共4日。(日間09時至16時)(展延),宏錩工程有限公司,劉啟峰,222115383,內政部營建署下水道工程處北區分處第四工務所,李韋儀,952273370,新店區公所,2021/7/28,本標於道路挖掘竣工後，承諾應依規定完成路基回填及夯實後加鋪瀝青混凝土面層，報請查驗合格，並依作業要點提交正確管線辦理圖資更新,304554.8338,2761816.248,24.9633,121.5403,
103,274870,1102387714,新北市新店地區污水下水道系統(第二期)新建工程第五標分支管網及用戶接管,新店區長春里村里新坡一街72-1號,潛盾工程：柏油，長1144公尺，寬1公尺，深6公尺，面積1144平方公尺；總面積：1144平方公尺,110/11/1,111/11/30,時段性施工，110年11月01日起110年11月30日止，共30日。日間09時至16時；第1次變更：時段性施工，110年12月01日起110年12月31日止，共31日。(日間09時至16時)(展延)；第2次變更：時段性施工，111年01月03日起111年01月26日止，共24日。(日間09時至16時)(展延)；第3次變更：時段性施工，111年02月16日起111年02月28日止，共13日。(日間09時至16時)(展延)；第4次變更：時段性施工，111年03月01日起111年03月31日止，共31日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年04月01日起111年04月30日止，共30日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年05月01日起111年05月31日止，共31日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年06月01日起111年06月30日止，共30日。(日間09時至16時)(展延)；第8次變更：時段性施工，111年07月01日起111年07月31日止，共31日。(日間09時至16時)(展延)；第9次變更：時段性施工，111年08月01日起111年08月31日止，共31日。(日間09時至16時)(展延)；第10次變更：時段性施工，111年09月01日起111年09月30日止，共30日。(日間09時至16時)(展延)；第11次變更：時段性施工，111年10月01日起111年10月31日止，共31日。(日間09時至16時)(展延)；第12次變更：時段性施工，111年11月01日起111年11月19日止，共19日。(日間09時至16時)(展延)；第13次變更：時段性施工，111年11月27日起111年11月30日止，共4日。(日間09時至16時)(展延),宏錩工程有限公司,劉啟峰,222115383,內政部營建署下水道工程處北區分處第四工務所,李韋儀,952273370,新店區公所,2021/10/22,本標於道路挖掘竣工後，承諾應依規定完成路基回填及夯實後加鋪瀝青混凝土面層，報請查驗合格，並依作業要點提交正確管線辦理圖資更新,305259.1401,2761935.571,24.9643,121.5473,
104,278485,1102895692,雲鄉山莊高地社區供水管線改善工程,深坑區昇高里村里雲鄉路,申挖工程：柏油，長1819公尺，寬0.7公尺，深1.2公尺，面積1273.3平方公尺；申挖工程：柏油，長1135公尺，寬0.7公尺，深1.2公尺，面積794.5平方公尺；總面積：2067.8平方公尺,110/12/10,111/11/30,時段性施工，110年12月10日起111年01月08日止，共30日。日間09時至16時；第1次變更：時段性施工，111年01月09日起111年02月07日止，共30日。(日間09時至16時)(展延)；第2次變更：時段性施工，111年02月16日起111年03月17日止，共30日。(日間09時至16時)(展延)；第3次變更：時段性施工，111年03月18日起111年04月16日止，共30日。(日間09時至16時)(展延)；第4次變更：時段性施工，111年04月18日起111年05月17日止，共30日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年05月18日起111年06月16日止，共30日。(日間09時至16時)(展延)；第6次變更：時段性施工，111年06月17日起111年07月16日止，共30日。(日間09時至16時)(展延)；第7次變更：時段性施工，111年07月17日起111年11月30日止，共137日。(日間09時至16時)(展延),華盛工程有限公司,陳偉綺,(02)25965880,台灣自來水股份有限公司第一區管理處,蔡欽成,986076881,深坑區公所,2021/12/8,施工位置：深坑區雲鄉路、雲鄉路10巷、雲鄉路61巷、雲鄉路67巷、雲鄉路67巷6弄等,312827.315,2765773.499,24.9987,121.6224,
105,282209,1112194732,天然氣管線汰換工程,永和區大新里村里大新街,申挖工程：柏油，長951公尺，寬1公尺，深0.8公尺，面積951平方公尺；申挖工程：柏油，長106公尺，寬1公尺，深0.8公尺，面積106平方公尺；總面積：1057平方公尺,111/3/1,111/11/30,時段性施工，111年03月01日起111年06月30日止，共122日。日間09時至16時；第1次變更：時段性施工，111年07月01日起111年07月31日止，共31日。(日間09時至16時)(展延)；第2次變更：時段性施工，111年08月01日起111年08月31日止，共31日。(日間09時至16時)(展延)；第3次變更：時段性施工，111年09月01日起111年09月30日止，共30日。(日間09時至16時)(展延)；第4次變更：時段性施工，111年10月01日起111年10月31日止，共31日。(日間09時至16時)(展延)；第5次變更：時段性施工，111年11月01日起111年11月30日止，共30日。(日間09時至16時)(展延),景峯企業工程有限公司,嚴仁暉,935190389,欣欣天然氣股份有限公司,黃鼎為,939305750,永和區公所,2022/2/22,,302023.9568,2766786.923,25.0082,121.5154,
106,284867,1112275871,新北市中和區公所(27306N)-架空線路地下化工程,中和區漳和里村里南山路57號,申挖工程：紅磚，長2.4公尺，寬1公尺，深0.5公尺，面積2.4平方公尺；孔蓋工程：柏油，長3公尺，寬1公尺，深0.3公尺，面積3平方公尺；申挖工程：紅磚，長5.6公尺，寬1公尺，深0.5公尺，面積5.6平方公尺；申挖工程：柏油，長183公尺，寬1公尺，深1.2公尺，面積183平方公尺；申挖工程：紅磚，長3.2公尺，寬1公尺，深0.5公尺，面積3.2平方公尺；總面積：197.2平方公尺,111/11/2,111/11/30,時段性施工，111年11月02日起111年11月30日止，共29日。日間09時至16時,永騰工程股份有限公司,高畦銨,8666-7567,台灣電力股份有限公司台北南區營業處,陳福勝,937676588,中和區公所,2022/10/31,"新北市中和區公所(27306N)-架空線路地下化工程
平日日間(09：00~17：00)及假日日間 (08：30~17：30)",300679.5576,2765764.473,24.999,121.5021,
